"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"130","Skyy Moore","WR","KC","3","0","-2","3.1","1.5","2.4","-2","BYE","0","0.6","6.3","1.6","1.2","0.7","1.2","0.5","3.3","-","1.3","21.4"
"133","Zach Pascal","WR","ARI","0.7","1.4","1.8","0","-","0","-","11.7","0.8","1","0.9","0","1.6","0.5","0","0.6","0","-","1.4","21"
"134","Keelan Cole Sr.","WR","LV","-","-","1.2","0","0","BYE","-","3","-","0","2.1","1.2","0","1.1","11","0","-","0.5","1.7","20.1"
"135","Scott Miller","WR","ATL","-","4.2","0.4","-","3.5","0","0.6","1.3","5.3","2.5","-","-","0.7","0","-","0","-","0.8","1.6","19.3"
"136","Jalen Reagor","WR","NE","0","2.4","0.2","0","6.1","0","-","0","0","0","1.4","2.5","4.6","0","-0.5","0","0","2.2","1.1","18.9"
"137","KJ Hamler","WR","FA","0","-","0","5.5","1","4.4","1.8","6.1","-","-","-","-","-","-","-","-","-","-","2.7","18.8"
"138","Denzel Mims","WR","FA","-","-","-","-","-","-","0.4","7.6","1.2","-","3.5","1.1","0","3.5","1.3","-","0","-","2.1","18.6"
"139","Lawrence Cager","WR","NYG","0","-","-","-","-","-","-","0","BYE","6.9","2","2","-","-","-","-","-","6.9","3","17.8"
"140","N'Keal Harry","WR","MIN","-","-","-","-","-","-","1.4","8.4","0.6","-","-","-","4.9","-","-","-","1.6","0.7","2.9","17.6"
"141","Steven Sims Jr.","WR","HOU","-","-","-","-","0","-0.5","-","2","-","1.7","-0.3","0.9","1.9","3.1","2.9","0.7","3.4","1.6","1.5","17.4"
"142","DeSean Jackson","WR","FA","-","-","-","-","-","-","-","-","1.6","-","-","7.4","1","3.4","0","1","0.9","-","2.2","15.3"
"143","Anthony Schwartz","WR","FA","3.9","-","-","-","0","0","-","-","-","0.3","0","10.8","-0.2","-","-","-","-","-","2.1","14.8"
"144","Cedrick Wilson Jr.","WR","MIA","2.8","0","-","-","2","-","0","0","2.3","0.7","BYE","2.6","0","1.9","2.1","0","0","-","1.1","14.4"
"145","Breshad Perriman","WR","FA","-0.7","10.5","2.4","-","-","0","-","1.1","0.1","-","-","0","-","-","-","-","-","0.9","1.8","14.3"
"146","Samori Toure","WR","GB","-","-","-","-","-","-","0.4","9.7","3.4","-","-","-","0.7","BYE","-","-","-","-","3.6","14.2"
"147","Tom Kennedy","WR","FA","-","-","-","5.4","0","-","1.4","-","1.6","4.4","1.3","0","-","-","-","-","-","-","2","14.1"
"147","Kenny Golladay","WR","FA","2.2","-","0","0","-","-","-","-","-","0","2.9","-","-","-","-","-","-","9","2.4","14.1"
"147","Jameson Williams","WR","DET","-","-","-","-","-","BYE","-","-","-","-","-","-","0","10.1","0","0","4","0","2.4","14.1"
