"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"105","Hassan Haskins","RB","TEN","-","3.7","0","0","0","BYE","0.5","0","0.7","0","0","0","-","-","1.5","1.7","5.3","1.6","1.1","15"
"106","Keaontay Ingram","RB","ARI","-","-","-","-","-","0.7","9.7","0","0.2","0.5","1.9","0.5","BYE","0.1","0","0.2","-","0.3","1.3","14.1"
"107","Reggie Gilliam","RB","BUF","-","7.7","2.2","-","-","1.8","BYE","-","-","-","0","0","-","-","-","1.2","0.7","0","1.7","13.6"
"107","Zander Horvath","RB","PIT","6.8","6.1","0","0","0.3","0","-","-","BYE","0.1","0.3","-","-","-","-","-","-","-","1.7","13.6"
"109","Salvon Ahmed","RB","MIA","-","-","-","-","-","-","-","0.2","0","1.1","BYE","-","-","0.1","10.3","-","0.8","0.7","1.9","13.2"
"110","Royce Freeman","RB","LAR","-","-","-","-","-","-","BYE","-","-","-","-","0","-","-","5.6","3.8","3.9","-0.3","2.6","13"
"111","Kevin Harris","RB","NE","-","-","-","-","-","0.5","-","-","-","BYE","-","-","-0.1","8.6","1.9","0.3","-","-","2.2","11.2"
"112","Snoop Conner","RB","JAC","-","-","-","-","-","-","-","-","-","-","BYE","1.1","0.6","-","0.3","0.5","7.7","-","2","10.2"
"113","Tyrion Davis-Price","RB","SF","-","3.3","-","-","-","-","0.4","-","BYE","-","-","-","-","-","-","3","0.5","2.7","2","9.9"
"114","Chris Evans","RB","CIN","-","-","0.4","0","0","0","0","2.6","0","BYE","-","0","6.8","-","0","-","-","-","1","9.8"
"115","Darrynton Evans","RB","MIA","-","-","-","-","-","-","-","-","-","-","BYE","6.7","2.1","-","0.9","-","-","-","3.2","9.7"
"116","Kene Nwangwu","RB","MIN","0","0","0","0","0","0","BYE","0","0","0","0.6","6","-","-","0","-","0","2.9","0.7","9.5"
"117","Patrick Ricard","RB","BAL","0.7","0.5","1.2","2","-","0","2","0","0.6","BYE","0.4","1.4","0","0.2","0","-","-","-","0.7","9"
"118","Phillip Lindsay","RB","FA","-","-","-","-","5.4","3.2","-","-","0.2","-","-","-","-","-","-","-","-","-","2.9","8.8"
"119","Jordan Wilkins","RB","FA","-","-","-","-","-","-","-","-","2.8","1.8","-","-","-","-","-","0.4","3.7","-","2.2","8.7"
"120","Tyler Badie","RB","DEN","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","8.4","8.4","8.4"
"121","Jaret Patterson","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","7.8","3.9","7.8"
"122","Ty Montgomery II","RB","NE","7.3","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","7.3","7.3"
"123","Ke'Shawn Vaughn","RB","TB","-","-","-","0","-","0","-","-","0.4","1.3","BYE","1.5","-","-","0","0.6","0","3.4","0.8","7.2"
"124","Zamir White","RB","LV","-","0.2","-","2.4","-0.7","BYE","0.2","-","-0.1","-0.1","-","2.8","0.6","0.9","0.4","-","-","0.4","0.6","7"
"125","Trayveon Williams","RB","CIN","-","-","-","-","-","-","-","0","-","BYE","0.7","4.2","0.3","0.8","0","0","0","0","0.7","6"
"126","Myles Gaskin","RB","MIN","-","-","-","-","3.3","-","BYE","-","-","-","-","2.1","-","-","-","-","-","-","2.7","5.4"
"126","Tony Jones Jr.","RB","NO","-","2","-","-","-","-","-","-","-","-","-","-","3.2","0.2","-","-","-","-","1.8","5.4"
"126","Isaiah Spiller","RB","LAC","-","-","-","-","-","-","-0.5","BYE","2.9","0.3","2.2","0.5","-","-","-","-","-","-","1.1","5.4"
"129","Julius Chestnut","RB","TEN","-","-","-","-","-","BYE","-","-","-","-","-","-","1.3","0.8","0","0","3.2","0","0.9","5.3"
"130","Spencer Brown","RB","CAR","-","-","-","-","-","-","-","2.7","2.6","-","-","-","BYE","-","-","-","-","-","2.7","5.3"
"131","David Johnson","RB","FA","-","-","-","-","-","-","-","-","-","-","0.7","-","-","-","-0.8","2.4","-","2.8","1.3","5.1"
"132","Ronnie Rivers","RB","LAR","-","-","-","-","-","1.4","BYE","3.6","-","-","-","-","-","-","-","-","-","-","2.5","5"
"133","Patrick Taylor Jr.","RB","GB","-","-","-","0","-","-","-","0","-","-","0","-","0.6","BYE","1.5","1.7","1","-","0.7","4.8"
"134","Dwayne Washington","RB","DEN","-","1.8","0","-","0","-","0","1.3","1.4","-","-","0","-","-","-","-","-","-","0.6","4.5"
"135","Trestan Ebner","RB","FA","0","0","2.3","0.8","-","-","0.8","-0.5","-","-","0.8","-","0","-","0","-","0","0","0.4","4.2"
"136","Anthony McFarland Jr.","RB","PIT","-","-","-","-","-","-","-","-","BYE","-","-","4.1","-","-","-","-","-","-","4.1","4.1"
"137","Larry Rountree III","RB","FA","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","2.8","0.5","1.1","3.3"
"138","Jonathan Ward","RB","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","3","0.2","0.8","3.2"
"139","Giovani Bernard","RB","FA","-","0","-","-","-","-","-","-","-","-","-","-","-","-","0","0","-","2.7","0.7","2.7"
"140","D'Ernest Johnson","RB","JAC","0","-","-","0","-","0.9","0","1.7","-","-0.2","0","-","-","-","0","0","0","-","0.2","2.4"
"141","Mike Davis","RB","FA","1.1","0.4","-","-","0.3","-","-","-","0.7","-","-0.3","-","-","-","-","-","-","-","0.4","2.2"
"142","Ty Chandler","RB","MIN","-","-","-","-","0","-","BYE","-","-","-","-","-","-","-","-","-","-","2","1","2"
"143","Trey Sermon","RB","FA","-","-","-","1.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.9","1.9"
"144","Michael Burton","RB","DEN","0","0.8","0.2","-","-","0","0","-","0.9","-0.1","0","-","0","0","0","-","0","-","0.2","1.8"
"145","Adam Prentice","RB","NO","-","0.2","-","-","-","-","-","-","-","-","-","0","0.2","BYE","0.3","0.5","0.6","-","0.3","1.8"
"146","J.J. Taylor","RB","FA","-","-","-","-","-","-","-","-","1.7","-","-","-","-","-","-","-","-","-","1.7","1.7"
"147","Jerome Ford","RB","CLE","0","0","0","0","-","-","-","-","BYE","0","0","0","0.3","0","0","0","0.9","0","0.1","1.2"
"148","Jakob Johnson","RB","LV","0.1","-","0","-","0.5","BYE","0","-","0","0","0","0","-","0.1","0","-","-","0.3","0.1","1"
"148","Keith Smith","RB","ATL","-","-","-","0","0","1","-","0","0","0","-","-","0","BYE","-","0","0","0","0.1","1"
"150","Damarea Crockett","RB","FA","-","-","-","-","-","-","-","-","-","0.9","-","-","-","-","-","-","-","-","0.9","0.9"
"151","Reggie Bonnafon","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.8","0.8","0.8"
"152","Kylin Hill","RB","FA","-","-","-","-","-","-","-","-","0.7","-","-","-","-","-","-","-","-","-","0.7","0.7"
"152","Godwin Igwebuike","RB","ATL","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0.7","0","0.1","0.7"
"152","Devine Ozigbo","RB","FA","-","-","-","-","0.2","-","-","-","-","-","-","0.3","-","-","0.2","-","-","-","0.2","0.7"
"155","Ty'Son Williams","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.5","0.5","0.5"
"156","Duke Johnson Jr.","RB","FA","-","-","-","-","-","-","-","-","-","0.4","-","-","-","-","-","-","-","-","0.4","0.4"
"156","Demetric Felton Jr.","RB","CIN","0","-0.1","-","-","-","-","-","0","-","BYE","-","-","0","0","0.5","-","-","-","0.1","0.4"
"158","Damien Williams","RB","FA","0.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2"
"159","Jordan Howard","RB","FA","-","-","-","-","-","-","-","-","-","0.1","-","-","-","-","-","-","-","-","0.1","0.1"
"160","Khari Blasingame","RB","CHI","-","-","0","-","-","0","-","-","-","-","-","0","-","BYE","0","0","-","-","0","0"
"160","Cullen Gillaspia","RB","FA","-","-","-","-","0","0","-","0","0","-","-","-","-","-","-","-","-","-","0","0"
"160","Brandin Bryant","RB","FA","-","0","-","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"160","Bryant Koback","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","0","-","0","0"
"160","Jashaun Corbin","RB","CAR","-","-","-","-","-","-","-","-","-","-","-","0","BYE","-","-","-","-","0","0","0"
"160","Rico Dowdle","RB","DAL","0","0","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","0","0"
"160","Brittain Brown","RB","LV","-","-","-","-","-","BYE","-","-","-","-","0","-","-","-","-","-","-","-","0","0"
"160","Trenton Cannon","RB","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","0","0"
"160","Jermar Jefferson","RB","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"160","Qadree Ollison","RB","PIT","0","-","-","-","-","-","-","-","BYE","0","-","-","-","-","-","-","0","-","0","0"
"160","Sandro Platzgummer","RB","FA","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","0","0"
"160","John Lovett","RB","FA","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
